City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,chitose,42.8194,141.6522,-1.05,64,75,0.51,JP,1707012184
362,leava,-14.3,-178.1667,28.84,74,83,3.13,WF,1707012184
363,baissa,7.2333,10.6333,22.13,27,8,0.78,NG,1707012184
364,salekhard,66.53,66.6019,-24.8,100,100,0.75,RU,1707012184
365,uchkeken,43.9378,42.5117,-3.47,83,100,1.68,RU,1707012185
366,tarawa,1.419,172.984,32.05,79,75,4.12,KI,1707012185
367,wickenburg,33.9686,-112.7296,11.77,54,75,2.72,US,1707012185
368,lihue,21.9789,-159.3672,21.31,71,22,8.84,US,1707012185
369,saudarkrokur,65.7461,-19.6394,-10.73,92,99,3.97,IS,1707012185
370,fort st. john,56.2499,-120.8529,-8.06,67,0,4.12,CA,1707011985
371,mariental,-24.6333,17.9667,25.15,52,100,4.16,NA,1707012186
372,uturoa,-16.7333,-151.4333,27.97,72,100,4.75,PF,1707012186
373,mo i rana,66.3128,14.1428,-6.74,100,20,1.54,NO,1707012186
374,launceston,-41.45,147.1667,26.8,44,75,6.69,AU,1707012186
375,zhangye,38.9342,100.4517,-6.54,60,2,0.63,CN,1707012186
376,mabaruma,8.2,-59.7833,22.9,84,27,1.7,GY,1707012187
377,arrifes,37.7667,-25.7,17.18,82,20,4.63,PT,1707012187
378,ibshaway,29.358,30.6814,9.55,48,0,1.65,EG,1707012187
379,conselheiro pena,-19.1722,-41.4722,22.72,94,100,1.59,BR,1707012187
380,timmins,48.4669,-81.3331,-2.1,74,0,2.06,CA,1707012030
381,nogliki,51.8333,143.1667,-15.92,79,5,4.92,RU,1707012187
382,maintirano,-18.0667,44.0167,26.44,84,97,2.97,MG,1707012188
383,dompu,-8.5356,118.4622,31.46,68,92,1.02,ID,1707012188
384,bhimunipatnam,17.8833,83.4333,21.73,85,28,1.38,IN,1707012188
385,kingisepp,59.3733,28.6134,-1.45,92,100,3.25,RU,1707012188
386,verkhnevilyuysk,63.4453,120.3167,-22.91,91,100,2.4,RU,1707012188
387,lata,40.1629,-8.3327,8.29,82,4,1.45,PT,1707012189
388,selfoss,63.9331,-20.9971,-4.98,81,100,3.43,IS,1707012113
389,christchurch,-43.5333,172.6333,27.96,35,6,6.69,NZ,1707011933
390,el granada,37.5027,-122.4694,12.42,84,100,7.2,US,1707011909
391,wuwei,37.9281,102.6414,-4.95,64,4,0.85,CN,1707012189
392,bac lieu,9.285,105.7244,27.58,71,11,2.73,VN,1707012190
393,fortuna,40.5982,-124.1573,11.1,79,0,0.0,US,1707012190
394,shuangcheng,45.35,126.2833,-20.18,85,6,2.55,CN,1707012190
395,krasnogvardeyskoye,45.8456,41.5186,3.95,84,100,12.92,RU,1707012190
396,malango,-2.9627,119.9001,25.05,79,100,0.65,ID,1707012187
397,palikir - national government center,6.9248,158.1611,27.41,89,100,2.06,FM,1707012191
398,ust'-barguzin,53.45,108.9833,-21.35,90,95,2.42,RU,1707012191
399,richards bay,-28.783,32.0377,22.82,81,88,4.38,ZA,1707012191
400,kill devil hills,36.0307,-75.676,6.1,77,0,2.06,US,1707012191
401,la toma,-33.0526,-65.6238,23.44,39,0,4.33,AR,1707012191
402,imatra,61.1719,28.7524,-2.79,93,100,3.2,FI,1707012192
403,mutuali,-14.8706,37.0044,20.21,96,27,0.53,MZ,1707012192
404,boa vista,2.8197,-60.6733,31.99,43,0,5.66,BR,1707011912
405,shaowu,27.3409,117.4831,10.52,94,100,1.0,CN,1707012192
406,sal rei,16.1833,-22.9167,23.27,67,84,5.45,CV,1707012192
407,belfast,54.5833,-5.9333,7.99,82,20,7.72,GB,1707012192
408,tazacorte,28.629,-17.9293,19.54,27,0,4.02,ES,1707012190
409,urzhar,47.093,81.6294,-12.02,69,44,2.65,KZ,1707012193
410,edd,13.9297,41.6925,24.45,77,100,4.54,ER,1707012193
411,santa cruz del sur,20.7147,-77.9956,23.54,81,3,4.25,CU,1707012193
412,hsinchu,24.8036,120.9686,19.92,69,18,4.87,TW,1707012110
413,gyumri,40.7942,43.8453,-12.21,92,100,1.54,AM,1707012193
414,talara,-4.5772,-81.2719,25.42,83,75,6.69,PE,1707012194
415,shenjiamen,29.9576,122.298,7.03,89,100,4.55,CN,1707012194
416,arkhangel'sk,64.5401,40.5433,-6.94,86,100,5.0,RU,1707012194
417,cadale,2.7603,46.3222,26.5,79,100,8.41,SO,1707012194
418,fomboni,-12.28,43.7425,28.45,74,70,2.31,KM,1707012097
419,dolisie,-4.1997,12.6739,21.93,96,98,0.74,CG,1707012195
420,coyhaique,-45.5752,-72.0662,14.97,41,0,0.51,CL,1707012112
421,soe,-9.8607,124.284,26.6,64,99,2.06,ID,1707012195
422,mirpur sakro,24.5474,67.6277,22.34,92,69,4.55,PK,1707012195
423,riverton,40.5219,-111.9391,3.54,83,100,3.09,US,1707011923
424,ottersberg,53.1,9.15,7.83,90,95,6.52,DE,1707012196
425,aykhal,66.0,111.5,-27.53,80,39,1.8,RU,1707012196
426,pointe michel,15.25,-61.3833,26.02,78,11,2.5,DM,1707012196
427,cockburn town,21.4612,-71.1419,22.98,56,20,1.54,TC,1707012123
428,luderitz,-26.6481,15.1594,18.0,99,41,0.91,NA,1707012099
429,maceio,-9.6658,-35.7353,26.69,100,75,2.06,BR,1707012196
430,belmonte,-15.8631,-38.8828,25.32,86,76,2.96,BR,1707012197
431,ar ruways,24.1103,52.7306,17.08,57,9,7.76,AE,1707012197
432,kalaleh,37.3807,55.4916,4.41,64,2,3.44,IR,1707012197
433,horsham,51.064,-0.3272,11.26,85,40,6.17,GB,1707012197
434,hawaiian paradise park,19.5933,-154.9731,23.82,62,42,2.68,US,1707012197
435,arar,30.9753,41.0381,7.01,76,0,2.06,SA,1707012197
436,vilyeyka,54.4896,26.9062,2.38,74,76,7.64,BY,1707012198
437,urangan,-25.3,152.9,28.86,60,88,1.88,AU,1707012198
438,puerto baquerizo moreno,-0.9,-89.6,25.56,88,18,4.6,EC,1707012198
439,vilyuchinsk,52.9306,158.4028,-12.85,71,63,3.93,RU,1707012198
440,obo,5.3998,26.4869,20.92,31,73,2.34,CF,1707012198
441,gadani,25.1185,66.7299,19.12,85,99,6.54,PK,1707012198
442,mgandu,-5.95,34.1333,15.71,96,56,1.12,TZ,1707012199
443,san agustin de valle fertil,-30.6335,-67.4682,27.87,34,36,3.51,AR,1707012199
444,sokoni,-6.4333,39.55,28.12,74,82,3.9,TZ,1707012199
445,rabaul,-4.1967,152.1721,28.72,75,60,3.89,PG,1707012160
446,amalapuram,16.5833,82.0167,21.61,84,4,1.06,IN,1707012199
447,kruisfontein,-34.0033,24.7314,21.6,91,99,4.28,ZA,1707012200
448,juli,-16.2167,-69.45,7.3,84,1,3.42,PE,1707012200
449,yangambi,0.8102,24.4336,23.53,39,100,0.76,CD,1707012200
450,joliette,46.0168,-73.4492,-5.25,98,59,1.57,CA,1707012101
451,asau,46.4333,26.4,6.51,90,100,3.31,RO,1707012201
452,pakokku,21.3333,95.1,20.31,44,0,3.33,MM,1707012201
453,koszalin,54.1944,16.1722,6.49,85,93,10.13,PL,1707012201
454,carbonear,47.7332,-53.2148,-0.42,87,93,8.75,CA,1707012201
455,tuensang,26.2833,94.8333,12.14,70,62,0.13,IN,1707012201
456,angaur state,6.906,134.13,27.5,82,95,9.14,PW,1707012201
457,sabang,5.8933,95.3214,27.46,74,19,3.7,ID,1707012202
458,durant,33.994,-96.3708,13.2,93,100,5.66,US,1707012051
459,tralee,52.2704,-9.7026,11.27,98,100,3.99,IE,1707012202
460,tamanrasset,22.785,5.5228,5.95,22,0,2.06,DZ,1707012202
461,vavuniya,8.7514,80.4971,23.37,86,95,1.29,LK,1707012202
462,tshikapa,-6.4167,20.8,21.22,89,97,0.85,CD,1707012029
463,hanzhong,33.0728,107.0303,2.01,79,76,1.25,CN,1707012203
464,ouadda,8.0777,22.4007,19.64,19,95,3.26,CF,1707012203
465,chui,-33.6971,-53.4616,22.56,83,25,2.69,UY,1707012203
466,sao paulo de olivenca,-3.3783,-68.8725,24.17,97,100,0.75,BR,1707012203
467,antofagasta,-23.65,-70.4,21.6,81,2,1.2,CL,1707012025
468,petrolina,-9.3986,-40.5008,27.03,61,0,2.57,BR,1707012107
469,narasannapeta,18.4167,84.05,22.31,82,61,1.65,IN,1707012204
470,sovetskaya gavan',48.9723,140.2878,-14.39,70,7,2.09,RU,1707012204
471,yerofey pavlovich,53.9667,121.9667,-20.14,81,7,1.19,RU,1707012204
472,sterling,39.0062,-77.4286,5.19,69,0,0.0,US,1707012204
473,uige,-7.6087,15.0613,19.8,99,100,0.72,AO,1707012204
474,vorkuta,67.5,64.0,-22.1,97,18,1.96,RU,1707012205
475,slave lake,55.2834,-114.769,-6.01,58,0,2.06,CA,1707012205
476,magadan,59.5667,150.8,-17.27,73,91,3.92,RU,1707012205
477,helena valley west central,46.6629,-112.0604,2.49,95,100,4.63,US,1707012205
478,goundam,16.4145,-3.6708,18.23,11,12,4.67,ML,1707012205
479,thai binh,20.45,106.3333,23.84,81,72,4.65,VN,1707012205
480,inarajan village,13.2736,144.7484,28.55,80,72,11.11,GU,1707012206
481,barra velha,-26.6322,-48.6847,24.95,95,4,1.06,BR,1707012206
482,puerto aysen,-45.4,-72.7,12.45,58,96,1.71,CL,1707012206
483,labrador city,52.9463,-66.9114,-22.12,68,40,0.0,CA,1707012206
484,geraldton,-28.7667,114.6,24.23,50,40,11.32,AU,1707012206
485,astaneh-ye ashrafiyeh,37.2596,49.9444,6.81,68,15,1.05,IR,1707012207
486,antipino,57.1068,65.7576,-13.84,95,100,3.43,RU,1707012207
487,yuzhno-kurilsk,44.0306,145.8556,-4.24,71,91,7.98,RU,1707012207
488,laughlin,35.1678,-114.573,16.71,47,0,4.12,US,1707012132
489,santiago de cao,-7.9589,-79.2392,24.07,83,40,4.12,PE,1707012207
490,puerto armuelles,8.2833,-82.8667,27.83,78,100,0.45,PA,1707012207
491,nago,26.5881,127.9761,24.14,75,18,1.46,JP,1707012208
492,puerto san jose,13.9256,-90.8244,25.62,70,2,5.29,GT,1707012208
493,devils lake,48.1128,-98.8651,1.06,97,100,3.6,US,1707012208
494,piterka,50.6803,47.4454,-2.0,96,100,7.82,RU,1707012208
495,svobodnyy,51.4,128.1333,-21.36,91,45,1.64,RU,1707012209
496,ghat,24.9647,10.1728,8.77,31,0,1.87,LY,1707012209
497,saint-joseph,-21.3667,55.6167,20.21,72,42,3.93,RE,1707012209
498,port macquarie,-31.4333,152.9167,31.61,65,74,6.87,AU,1707012209
499,kristiansund,63.1115,7.732,3.03,55,75,9.77,NO,1707012209
500,keflavik,64.0049,-22.5624,-1.76,86,75,12.86,IS,1707012210
501,sao miguel do araguaia,-13.275,-50.1628,23.15,87,100,0.84,BR,1707012210
502,al wajh,26.2455,36.4525,13.97,41,0,2.57,SA,1707011948
503,conduaga,8.862,117.4893,29.56,59,95,0.81,PH,1707012115
504,muscat,23.6139,58.5922,21.28,56,22,5.51,OM,1707012103
505,reggane,26.7158,0.1714,13.17,38,0,6.77,DZ,1707012210
506,nepalgunj,28.05,81.6167,12.67,50,67,1.37,NP,1707012210
507,illizi,26.4833,8.4667,7.89,33,0,2.47,DZ,1707012211
508,cova figueira,14.8905,-24.2934,21.68,65,97,3.38,CV,1707012211
509,whakatane,-37.9585,176.9854,26.05,60,0,3.13,NZ,1707012211
510,savannakhet,16.566,104.751,25.01,88,75,1.03,LA,1707012211
511,lompoc,34.6391,-120.4579,12.1,85,100,5.14,US,1707012201
512,selkirk,50.1436,-96.8845,1.2,97,42,1.79,CA,1707012211
513,oroqen zizhiqi,50.5667,123.7167,-18.84,74,4,1.59,CN,1707012212
514,olyokminsk,60.3736,120.4264,-28.8,98,90,1.09,RU,1707012091
515,rapar,23.5667,70.6333,20.06,66,8,2.52,IN,1707012212
516,mitsamiouli,-11.3847,43.2844,27.72,76,44,1.03,KM,1707012212
517,egilsstadir,65.2653,-14.3948,-11.05,79,0,1.03,IS,1707012147
518,san juan de miraflores,-12.1629,-76.9635,26.21,74,93,2.84,PE,1707012212
519,labytnangi,66.6572,66.4183,-23.62,100,100,1.1,RU,1707012212
520,formosa do rio preto,-11.0483,-45.1931,21.29,76,86,0.44,BR,1707012213
521,papao,-17.75,-149.55,29.82,76,98,4.55,PF,1707012155
522,novodvinsk,64.4165,40.8122,-7.14,95,96,4.3,RU,1707012213
523,puerto escondido,15.85,-97.0667,25.86,79,0,6.03,MX,1707012213
524,ancud,-41.8697,-73.8203,11.65,75,15,2.31,CL,1707012213
525,ndele,8.4109,20.6473,20.78,19,10,2.97,CF,1707012213
526,kuraymah,18.55,31.85,13.44,30,8,5.29,SD,1707012214
527,raduzhny,62.0961,77.475,-25.49,100,100,2.07,RU,1707012214
528,beyneu,45.3167,55.2,-0.4,93,100,3.83,KZ,1707012214
529,lenbe,19.7,-72.4,21.66,90,34,1.56,HT,1707012214
530,labasa,-16.4167,179.3833,28.36,81,100,1.01,FJ,1707012214
531,copiapo,-27.3667,-70.3333,18.83,65,0,1.61,CL,1707012021
532,nar'yan-mar,67.6713,53.087,-13.27,84,17,7.15,RU,1707011989
533,tsiombe,-25.3,45.4833,21.78,83,5,2.45,MG,1707011996
534,talakan,50.3167,130.3667,-20.14,94,100,1.23,RU,1707012215
535,namibe,-15.1961,12.1522,24.5,88,86,2.19,AO,1707012215
536,beloyarskiy,63.7119,66.6722,-23.33,100,98,2.24,RU,1707012215
537,buncrana,55.1333,-7.45,8.28,80,100,8.19,IE,1707012215
538,ngong,-1.3618,36.6566,15.85,80,86,3.34,KE,1707012215
539,tvoroyri,61.5556,-6.8111,4.83,68,100,16.0,FO,1707012098
540,katima mulilo,-17.5,24.2667,19.64,75,99,1.55,NA,1707012216
541,krasnyy chikoy,50.3643,108.7512,-18.07,92,100,0.84,RU,1707012216
542,banda aceh,5.5577,95.3222,27.37,74,43,2.39,ID,1707012216
543,ingeniero guillermo n. juarez,-23.9,-61.85,33.35,24,45,4.63,AR,1707012216
544,massa marittima,43.049,10.8928,11.08,95,27,1.3,IT,1707012216
545,kerema,-7.9631,145.7785,30.95,67,86,3.85,PG,1707012217
546,sojat,25.9167,73.6667,17.69,74,100,1.27,IN,1707012217
547,jiuquan,39.7432,98.5174,-7.48,65,7,0.15,CN,1707012217
548,igunga,-4.2833,33.8833,18.32,95,94,1.67,TZ,1707012217
549,sawakin,19.1059,37.3321,19.87,64,48,4.22,SD,1707012217
550,kamaishi,39.2667,141.8833,4.51,45,32,4.77,JP,1707012217
551,woolgoolga,-30.1106,153.2007,29.93,73,80,7.2,AU,1707012218
552,mahibadhoo,3.7833,72.9667,27.99,76,99,5.89,MV,1707012218
553,kuanda,56.3161,116.0806,-26.82,95,59,0.27,RU,1707012146
554,huarmey,-10.0681,-78.1522,24.0,86,100,2.86,PE,1707012218
555,pandan,14.0453,124.1694,27.67,74,32,2.83,PH,1707012218
556,minas de marcona,-15.2119,-75.1103,19.09,83,98,3.76,PE,1707012218
557,sweetwater,25.7634,-80.3731,22.22,85,40,2.06,US,1707012218
558,ouesso,1.6136,16.0517,23.41,49,100,1.01,CG,1707012219
559,runaway bay,18.4596,-77.3357,23.88,75,39,0.58,JM,1707012219
560,marsh harbour,26.5412,-77.0636,21.19,65,23,2.42,BS,1707012219
561,letlhakeng,-24.0944,25.0298,21.32,46,25,2.06,BW,1707012219
562,ola,59.5833,151.2833,-17.41,76,88,5.03,RU,1707012219
563,port sudan,19.6175,37.2164,19.24,64,18,5.22,SD,1707012220
564,mongo,12.1844,18.693,19.97,19,0,3.17,TD,1707012220
